-DOCSTART- -X- -X- O
thàinig thig Tense=Past VERB
aonchruth aonchruth Case=Nom|Gender=Masc|Number=Sing NOUN
orra air Number=Plur|Person=3 ADP
. . _ PUNCT

Chaidh rach Tense=Past VERB
inntleachd inntleachd Case=Nom|Gender=Fem|Number=Sing NOUN
an an _ ADP
lughad lughad Case=Dat|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

Thàinig thig Tense=Past VERB
sgìreileas sgìreileas Case=Nom|Gender=Masc|Number=Sing NOUN
ro-chumhang ro-chumhang Case=Nom|Gender=Masc|Number=Sing ADJ
gu gu _ ADP
buil buil Case=Dat|Gender=Fem|Number=Sing NOUN
agus agus _ CCONJ
'na an _ ADP
chois cas Case=Dat|Gender=Fem|Number=Sing NOUN
claon-fhaireachdainn claon-fhaireachdainn Case=Nom|Gender=Fem|Number=Sing NOUN
agus agus _ CCONJ
claon-shamhail claon-shamhail Case=Nom|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
gu gu PartType=Ad PART
h-àraidh àraidh _ ADV
ann ann _ ADP
am an _ ADP
bàrdachd bàrdachd Case=Dat|Gender=Fem|Number=Sing NOUN
nan an Case=Gen|Gender=Masc|Number=Plur DET
eilthireach eilthireach Case=Gen|Gender=Masc|Number=Plur NOUN
anns anns _ ADP
na an Gender=Masc|Number=Plur DET
bailtean baile Case=Dat|Gender=Masc|Number=Plur NOUN
móra móra Case=Dat|Gender=Masc|Number=Plur ADJ
. . _ PUNCT

Tha bi Tense=Pres VERB
an an Gender=Masc|Number=Sing DET
searg searg Case=Nom|Gender=Masc|Number=Sing NOUN
ri ri _ PART
fhaicinn faic VerbForm=Vnoun NOUN
cuideachd cuideachd _ ADV
ann ann _ ADP
an an _ ADP
deilbh deilbh Case=Dat|Gender=Masc|Number=Plur NOUN
na an Case=Gen|Gender=Fem|Number=Sing DET
bàrdachd bàrdachd Case=Gen|Gender=Fem|Number=Sing NOUN
fhéin fhéin Reflex=Yes PRON
; ; _ PUNCT
ann ann _ ADP
an an _ ADP
crìonadh crìonadh Case=Dat|Gender=Masc|Number=Sing NOUN
air air _ ADP
so-labhairt so-labhairt Case=Dat|Gender=Fem|Number=Sing NOUN
; ; _ PUNCT
ann ann _ ADP
an an _ ADP
dith dith Case=Dat|Gender=Masc|Number=Sing NOUN
ath-nuadhais ath-nuadhas Case=Gen|Gender=Masc|Number=Sing NOUN
agus agus _ CCONJ
ann ann _ ADP
an an _ ADP
cus cus Case=Dat|Gender=Masc|Number=Sing NOUN
earbsa earbsa Case=Gen|Gender=Fem|Number=Sing NOUN
á á _ ADP
comhriaghailt comhriaghailt Case=Dat|Gender=Fem|Number=Sing NOUN
; ; _ PUNCT
anns anns _ ADP
na an Gender=Masc|Number=Plur DET
meataforan meatafor Case=Dat|Gender=Masc|Number=Plur NOUN
troimh-a-chéile troimh-a-chéile _ ADJ
; ; _ PUNCT
agus agus _ CCONJ
ann ann _ ADP
am an _ ADP
marbh-riaghailt marbh-riaghailt Case=Dat|Gender=Fem|Number=Sing NOUN
an an _ ADP
àite àite Case=Dat|Gender=Masc|Number=Sing NOUN
faram faram Case=Gen|Gender=Masc|Number=Sing NOUN
seòlta seòlta Case=Gen|Gender=Masc|Number=Sing ADJ
. . _ PUNCT

Bha bi Tense=Past VERB
bàrdachd bàrdachd Case=Nom|Gender=Fem|Number=Sing NOUN
ann ann Gender=Masc|Number=Sing|Person=3 ADP
, , _ PUNCT
gun gun _ ADP
teagamh teagamh Case=Dat|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
anns anns _ ADP
nach nach PartType=Cmpl|Polarity=Neg PART
robh bi Tense=Past VERB
na an Gender=Fem|Number=Plur DET
mearachdan mearachd Case=Nom|Gender=Fem|Number=Plur NOUN
sin sin _ DET
agus agus _ CCONJ
's is _ AUX
ann ann Gender=Masc|Number=Sing|Person=3 ADP
aice-se aice-se Gender=Fem|Number=Sing|Person=3|PronType=Emp ADP
a a PartType=Vb|PronType=Rel PART
tha bi Tense=Pres VERB
an an Gender=Masc|Number=Sing DET
ceangal ceangal Case=Nom|Gender=Masc|Number=Sing NOUN
as is _ AUX
dlùithe dlùth Degree=Cmp,Sup ADJ
ris ri _ ADP
a’ an Gender=Fem|Number=Sing DET
bhàrdachd bàrdachd Case=Dat|Gender=Fem|Number=Sing NOUN
ùr ùr Case=Dat|Gender=Fem|Number=Sing ADJ
. . _ PUNCT

Ach ach _ CCONJ
cha cha PartType=Cmpl|Polarity=Neg PART
robh bi Tense=Past VERB
i i Gender=Fem|Number=Sing|Person=3 PRON
anns anns _ ADP
a’ an Gender=Masc|Number=Sing DET
choitcheannas coitcheannas Case=Dat|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

'Se is _ AUX
cur cuir _ NOUN
an an _ ADP
aghaidh aghaidh Case=Dat|Gender=Fem|Number=Sing NOUN
a’ an Case=Gen|Gender=Masc|Number=Sing DET
chrìonaidh crìonaidh Case=Gen|Gender=Masc|Number=Sing NOUN
sa sa _ DET
ann ann _ ADP
an an _ ADP
cultur cultur Case=Dat|Gender=Masc|Number=Sing NOUN
agus agus _ CCONJ
ealain ealan Case=Dat|Gender=Masc|Number=Plur NOUN
a a PartType=Vb|PronType=Rel PART
tha bi Tense=Pres VERB
ann ann _ ADP
an an _ ADP
aon aon _ NUM
dual dual Case=Dat|Gender=Masc|Number=Sing NOUN
de de _ ADP
'n an Gender=Masc|Number=Sing DET
nua-bhàrdachd nua-bhàrdachd Case=Dat|Gender=Fem|Number=Sing NOUN
. . _ PUNCT

Bha bi Tense=Past VERB
dòighean dòigh Case=Nom|Gender=Fem|Number=Plur NOUN
gnàthasach gnàthasach Case=Nom|Gender=Fem|Number=Plur ADJ
ann ann Gender=Masc|Number=Sing|Person=3 ADP
cuideachd cuideachd _ ADV
air air _ ADP
cur cuir VerbForm=Vnoun NOUN
an an _ ADP
aghaidh aghaidh Case=Dat|Gender=Fem|Number=Sing NOUN
atharrachaidhean atharrachadh Case=Gen|Gender=Masc|Number=Plur NOUN
; ; _ PUNCT
dòighean dòigh Case=Nom|Gender=Fem|Number=Plur NOUN
mar mar _ ADV
a a PartType=Inf PART
bhith bi VerbForm=Inf NOUN
a' ag _ PART
dèanamh dèan VerbForm=Vnoun NOUN
de de _ ADP
'n an Gender=Masc|Number=Sing DET
am am Case=Dat|Gender=Masc|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
chaidh rach Tense=Past VERB
seachad seachad _ ADV
seòrsa seòrsa Case=Nom|Gender=Masc|Number=Sing NOUN
de de _ ADP
linn-an-òir linn-an-òir Case=Dat|Gender=Fem|Number=Sing NOUN
, , _ PUNCT
far far _ SCONJ
an an Mood=Int|PartType=Vb|PronType=Int PART
robh bi Tense=Past VERB
gach gach _ DET
cuid cuid Case=Nom|Gender=Fem|Number=Sing NOUN
cuspair cuspair Case=Nom|Gender=Masc|Number=Sing NOUN
agus agus _ CCONJ
brosnachadh brosnachadh Case=Nom|Gender=Masc|Number=Sing NOUN
gun gun _ ADP
truailleadh truailleadh Case=Dat|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
's 's _ CCONJ
far far _ SCONJ
an an Mood=Int|PartType=Vb|PronType=Int PART
robh bi Tense=Past VERB
an an Gender=Fem|Number=Sing DET
tìde tìde Case=Nom|Gender=Fem|Number=Sing NOUN
gu gu PartType=Ad PART
math math _ ADV
( ( _ PUNCT
laoich laoich Case=Nom|Gender=Masc|Number=Plur NOUN
agus agus _ CCONJ
banaraich banarach Case=Nom|Gender=Fem|Number=Plur NOUN
air air _ ADP
fonn fonn Case=Dat|Gender=Masc|Number=Sing NOUN
aodharach aodharach Case=Dat|Gender=Masc|Number=Sing ADJ
, , _ PUNCT
grianach grianach Case=Dat|Gender=Masc|Number=Sing ADJ
) ) _ PUNCT
; ; _ PUNCT
dòighean dòigh Case=Nom|Gender=Fem|Number=Plur NOUN
mar mar _ ADP
mhór-amharas mór-amharas Case=Dat|Gender=Masc|Number=Sing NOUN
air air _ ADP
nithean nith Case=Dat|Gender=Masc|Number=Plur NOUN
ùra ùra Case=Dat|Gender=Masc|Number=Plur ADJ
( ( _ PUNCT
bàrdachd bàrdachd Case=Nom|Gender=Fem|Number=Sing NOUN
éibhinn éibhinn Case=Nom|Gender=Fem|Number=Sing ADJ
mu mu _ ADP
dheidhinn deidhinn _ ADP
trèanaichean trèanaiche Case=Gen|Gender=Masc|Number=Plur NOUN
uilbheisteach uilbheisteach Case=Gen|Gender=Masc|Number=Plur ADJ
agus agus _ CCONJ
baothalas baothalas Case=Nom|Gender=Masc|Number=Sing NOUN
coimheach coimheach Case=Nom|Gender=Masc|Number=Sing ADJ
, , _ PUNCT
cùl-shleamhnach cùl-shleamhnach Case=Nom|Gender=Masc|Number=Sing ADJ
mar mar _ ADP
òl òl Case=Nom|Gender=Masc|Number=Sing NOUN
téa téa Case=Gen|Gender=Fem|Number=Sing NOUN
) ) _ PUNCT
; ; _ PUNCT
agus agus _ CCONJ
, , _ PUNCT
an an Gender=Masc|Number=Sing DET
t-eisimpleir eisimpleir Case=Nom|Gender=Masc|Number=Sing NOUN
's is _ AUX
dòcha dòcha _ NOUN
as is _ AUX
fheàrr math Degree=Cmp,Sup ADJ
a a PartType=Vb|PronType=Rel PART
dh’fhoillsicheas fhoillsich Tense=Fut VERB
brìgh brìgh Case=Nom|Gender=Fem|Number=Sing NOUN
na an Case=Gen|Gender=Fem|Number=Sing DET
cùise cùis Case=Gen|Gender=Fem|Number=Sing NOUN
féin-mholadh féin-mholadh Case=Nom|Gender=Masc|Number=Sing NOUN
làsdail làsdail Case=Nom|Gender=Masc|Number=Sing ADJ
. . _ PUNCT

Tha bi Tense=Pres VERB
a’ an Gender=Fem|Number=Sing DET
bhàrdachd bàrdachd Case=Nom|Gender=Fem|Number=Sing NOUN
nuadhasach nuadhasach Case=Nom|Gender=Fem|Number=Sing ADJ
a' ag _ PART
dol rach VerbForm=Vnoun NOUN
ris ri _ ADP
a' an Gender=Masc|Number=Sing DET
ghnothaich gnothach Case=Dat|Gender=Masc|Number=Sing NOUN
ann ann _ ADP
an an _ ADP
dòigh dòigh Case=Dat|Gender=Fem|Number=Sing NOUN
glé glé _ ADV
eadar-dhealaichte eadar-dhealaichte _ ADJ
. . _ PUNCT

Tha bi Tense=Pres VERB
i i Gender=Fem|Number=Sing|Person=3 PRON
a' ag _ PART
coimhead coimhead VerbForm=Vnoun NOUN
ri ri _ ADP
oibreachadh oibreachadh Case=Dat|Gender=Masc|Number=Sing NOUN
na an Case=Gen|Gender=Fem|Number=Sing DET
cùise cùis Case=Gen|Gender=Fem|Number=Sing NOUN
le le _ ADP
sùil sùil Case=Dat|Gender=Fem|Number=Sing NOUN
tòrr tòrr Case=Nom|Gender=Masc|Number=Sing NOUN
nas nas PartType=Comp PART
fuaire fuar Degree=Cmp,Sup ADJ
agus agus _ CCONJ
aig aig _ ADP
a’ an Gender=Masc|Number=Sing DET
cheart ceart _ ADJ
am am Case=Dat|Gender=Masc|Number=Sing NOUN
a' ag _ PART
cleachdadh cleachd VerbForm=Vnoun NOUN
cainnt cainnt Case=Gen|Gender=Fem|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
tha bi Tense=Pres VERB
nas nas PartType=Comp PART
miona mion Degree=Cmp,Sup ADJ
, , _ PUNCT
nas nas PartType=Comp PART
pearsanta pearsanta Degree=Cmp,Sup ADJ
, , _ PUNCT
nas nas PartType=Comp PART
nitheil nitheil Degree=Cmp,Sup ADJ
agus agus _ CCONJ
nas nas PartType=Comp PART
dealasaich dealasach Degree=Cmp,Sup ADJ
. . _ PUNCT

Tha bi Tense=Pres VERB
móran móran Case=Nom|Gender=Masc|Number=Sing NOUN
de de _ ADP
'n an Gender=Fem|Number=Sing DET
bhàrdachd bàrdachd Case=Dat|Gender=Fem|Number=Sing NOUN
sa sa _ DET
air air _ PART
a a Gender=Fem|Number=Sing|Person=3 DET
sgrìobhadh sgrìobh VerbForm=Inf NOUN
aig aig _ ADP
daoine duine Case=Dat|Gender=Masc|Number=Plur NOUN
air air _ ADP
an an Mood=Int|PartType=Vb|PronType=Int PART
tàinig thig Tense=Past VERB
imrich imrich Case=Nom|Gender=Fem|Number=Sing NOUN
as as _ ADP
an an Gender=Masc|Number=Sing DET
dùthchas dùthchas Case=Dat|Gender=Masc|Number=Sing NOUN
a a _ ADV
mach mach _ ADV
do do _ ADP
'n an Gender=Masc|Number=Sing DET
t-saoghal saoghal Case=Dat|Gender=Masc|Number=Sing NOUN
mhór mór Case=Dat|Gender=Masc|Number=Sing ADJ
. . _ PUNCT

Tha bi Tense=Pres VERB
seo seo _ PRON
gu gu PartType=Ad PART
cinnteach cinnteach _ ADV
fìor fìor _ ADJ
mu mu _ ADP
'n an Gender=Fem|Number=Sing DET
fheadhainn feadhainn Case=Dat|Gender=Fem|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
tha bi Tense=Pres VERB
an an Number=Plur|Person=3 DET
obair obair Case=Nom|Gender=Fem|Number=Sing NOUN
anns anns _ ADP
an an Gender=Masc|Number=Sing DET
duanaire duanaire Case=Dat|Gender=Masc|Number=Sing NOUN
sa sa _ DET
; ; _ PUNCT
bha bi Tense=Past VERB
an an Number=Plur|Person=3 DET
cuid cuid Case=Nom|Gender=Fem|Number=Sing NOUN
oideachaidh oideachaidh Case=Gen|Gender=Masc|Number=Sing NOUN
na an _ ADP
mheadhan meadhan Case=Dat|Gender=Masc|Number=Sing NOUN
air air _ PART
an an Number=Plur|Person=3 DET
atharrachadh atharraich VerbForm=Inf NOUN
, , _ PUNCT
's 's _ CCONJ
gun gun _ ADP
àrd-sgoil àrd-sgoil Case=Dat|Gender=Fem|Number=Sing NOUN
, , _ PUNCT
mar mar _ SCONJ
bu is _ AUX
trice tric Degree=Cmp,Sup ADJ
, , _ PUNCT
's 's _ CCONJ
gun gun _ ADP
idir idir _ ADV
oilthigh oilthigh Case=Dat|Gender=Masc|Number=Sing NOUN
anns anns _ ADP
a’ an Gender=Fem|Number=Sing DET
sgìr sgìr Case=Dat|Gender=Fem|Number=Sing NOUN
aca aig Number=Plur|Person=3 ADP
. . _ PUNCT

Tha bi Tense=Pres VERB
an an Number=Plur|Person=3 DET
gluasad gluasad Case=Nom|Gender=Masc|Number=Sing NOUN
a a _ ADV
mach mach _ ADV
do do _ ADP
'n an Gender=Masc|Number=Sing DET
t-saoghal saoghal Case=Dat|Gender=Masc|Number=Sing NOUN
mhór mór Case=Dat|Gender=Masc|Number=Sing ADJ
, , _ PUNCT
agus agus _ CCONJ
am am Number=Plur|Person=3 DET
buntanas buntanas Case=Nom|Gender=Masc|Number=Sing NOUN
an an _ ADV
sin sin _ ADV
ri ri _ ADP
an an Number=Plur|Person=3 DET
comhaoisean comhaois Case=Dat|Gender=Fem|Number=Plur NOUN
, , _ PUNCT
gu gu PartType=Ad PART
h-àraidh àraidh _ ADV
anns anns _ ADP
na an Gender=Masc|Number=Plur DET
h-oilthighean oilthigh Case=Dat|Gender=Masc|Number=Plur NOUN
, , _ PUNCT
air air _ PART
sealladh sealladh Case=Nom|Gender=Masc|Number=Sing NOUN
nas nas PartType=Comp PART
leatha leathann Degree=Cmp,Sup ADJ
air air _ ADP
beatha beatha Case=Dat|Gender=Fem|Number=Sing NOUN
an an Case=Gen|Gender=Masc|Number=Sing DET
duine duine Case=Gen|Gender=Masc|Number=Sing NOUN
agus agus _ CCONJ
cuideachd cuideachd _ ADV
air air _ ADP
barrachd barrachd Case=Dat|Gender=Fem|Number=Sing NOUN
fiosrachaidh fiosrachaidh Case=Gen|Gender=Masc|Number=Plur NOUN
air air _ ADP
dùileachas dùileachas Case=Dat|Gender=Masc|Number=Sing NOUN
an an Case=Gen|Gender=Masc|Number=Sing DET
litreachais litreachas Case=Gen|Gender=Masc|Number=Sing NOUN
choigrich coigrich Case=Gen|Gender=Masc|Number=Sing ADJ
a a PartType=Inf PART
thoirt toir VerbForm=Inf NOUN
dhaibh do Number=Plur|Person=3 ADP
- - _ PUNCT
co-ionad co-ionad Case=Nom|Gender=Masc|Number=Sing NOUN
ùr ùr Case=Nom|Gender=Masc|Number=Sing ADJ
gus gus _ ADP
breith breith Case=Nom|Gender=Fem|Number=Sing NOUN
a a PartType=Inf PART
thoirt toir VerbForm=Inf NOUN
air air _ ADP
an an Gender=Masc|Number=Sing DET
dualachas dualachas Case=Dat|Gender=Masc|Number=Sing NOUN
fhéin fhéin Reflex=Yes PRON
agus agus _ CCONJ
air air _ ADP
a a Gender=Masc|Number=Sing|Person=3 DET
chuid cuid Case=Dat|Gender=Fem|Number=Sing NOUN
ealain ealan Case=Gen|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

Aig aig _ ADP
an an Gender=Masc|Number=Sing DET
aon aon _ NUM
am am Case=Dat|Gender=Masc|Number=Sing NOUN
tha bi Tense=Pres VERB
cinnt cinnt Case=Nom|Gender=Fem|Number=Sing NOUN
làidir làidr Case=Nom|Gender=Fem|Number=Sing ADJ
air air _ PART
a a Gender=Fem|Number=Sing|Person=3 DET
socrachadh socraich VerbForm=Inf NOUN
annta annta Number=Plur|Person=3 ADP
gu gu _ PART
bheil bi Tense=Pres VERB
iad iad Number=Plur|Person=3 PRON
air air _ PART
móran móran Case=Nom|Gender=Masc|Number=Sing NOUN
a a PartType=Inf PART
chall caill VerbForm=Inf NOUN
an an _ ADP
àite àite Case=Dat|Gender=Masc|Number=Sing NOUN
na na PartType=Vb|PronType=Rel PART
bhuannaich buannaich Tense=Past VERB
iad iad Number=Plur|Person=3 PRON
. . _ PUNCT

A a _ ADP
thaobh taobh Case=Dat|Gender=Masc|Number=Sing NOUN
faireachdainn faireachdainn Case=Gen|Gender=Fem|Number=Sing NOUN
tha bi Tense=Pres VERB
iad iad Number=Plur|Person=3 PRON
gu gu PartType=Ad PART
mór mór _ ADV
an an _ ADP
eisimeil eisimeil Case=Dat|Gender=Fem|Number=Sing NOUN
an an Number=Plur|Person=3 DET
dùthchais dùthchas Case=Gen|Gender=Masc|Number=Sing NOUN
do do _ ADP
'm 'm Mood=Int|PartType=Vb|PronType=Int PART
buin buin Tense=Fut VERB
am an Gender=Masc|Number=Sing DET
bun-fhiosrachadh bun-fhiosrachadh Case=Nom|Gender=Masc|Number=Sing NOUN
agus agus _ CCONJ
, , _ PUNCT
cuideachd cuideachd _ ADV
, , _ PUNCT
an an Gender=Fem|Number=Sing DET
teanga teanga Case=Nom|Gender=Fem|Number=Sing NOUN
; ; _ PUNCT
ach ach _ CCONJ
tha bi Tense=Pres VERB
am an Gender=Masc|Number=Sing DET
fiosrachadh fiosrachadh Case=Nom|Gender=Masc|Number=Sing NOUN
coigreach coigreach Case=Nom|Gender=Masc|Number=Sing ADJ
air air _ ADP
inntinn inntinn Case=Dat|Gender=Fem|Number=Sing NOUN
neo-eisimeileach neo-eisimeileach Case=Dat|Gender=Fem|Number=Sing ADJ
àrach àrach _ NOUN
annta annta Number=Plur|Person=3 ADP
. . _ PUNCT

Tha bi Tense=Pres VERB
iad iad Number=Plur|Person=3 PRON
air air _ PART
fàs fàs VerbForm=Vnoun NOUN
dà-chultarach dà-chultarach _ ADJ
agus agus _ CCONJ
'se is _ AUX
an an Gender=Masc|Number=Sing DET
suidheachadh suidheachadh Case=Nom|Gender=Masc|Number=Sing NOUN
sa sa _ DET
- - _ PUNCT
fear fear Case=Nom|Gender=Masc|Number=Sing NOUN
anabarrach anabarrach _ ADV
corrach corrach _ ADJ
- - _ PUNCT
a a PartType=Vb|PronType=Rel PART
tha bi Tense=Pres VERB
a' ag _ PART
riochdachadh riochdaich VerbForm=Vnoun NOUN
an an Case=Gen|Gender=Masc|Number=Sing DET
teannais teannas Case=Gen|Gender=Masc|Number=Sing NOUN
as as _ ADP
a a Mood=Int|PartType=Vb|PronType=Int PART
bheil bi Tense=Pres VERB
móran móran Case=Nom|Gender=Masc|Number=Sing NOUN
de de _ ADP
'n 'n Number=Plur|Person=3 DET
cuid cuid Case=Dat|Gender=Fem|Number=Sing NOUN
bàrdachd bàrdachd Case=Gen|Gender=Fem|Number=Sing NOUN
a' ag _ PART
tighinn thig VerbForm=Vnoun NOUN
. . _ PUNCT

Anns anns _ ADP
an an Gender=Masc|Number=Sing DET
dàn dàn Case=Dat|Gender=Masc|Number=Sing NOUN
“ “ _ PUNCT
Comharra comharra Case=Nom|Gender=Masc|Number=Sing NOUN
Stiùiridh stiùiridh Case=Gen|Gender=Masc|Number=Sing NOUN
" " _ PUNCT
tha bi Tense=Pres VERB
an an Gender=Masc|Number=Sing DET
sgrìobhadair sgrìobhadair Case=Nom|Gender=Masc|Number=Sing NOUN
cuideachd cuideachd _ ADV
, , _ PUNCT
a a _ ADV
mach mach _ ADV
air air _ ADP
sgaoileadh sgaoileadh Case=Dat|Gender=Masc|Number=Sing NOUN
eadar eadar _ ADP
e e Gender=Masc|Number=Sing|Person=3 PRON
fhéin fhéin Reflex=Yes PRON
agus agus _ CCONJ
eilean eilean Case=Nom|Gender=Masc|Number=Sing NOUN
àraich àrach Case=Gen|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

Mar mar _ ADP
thoradh toradh Case=Dat|Gender=Masc|Number=Sing NOUN
air air _ ADP
iomadh iomadh _ ADJ
falbh falbh Case=Dat|Gender=Masc|Number=Sing NOUN
agus agus _ CCONJ
tilleadh tilleadh Case=Dat|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
tha bi Tense=Pres VERB
an an Gender=Masc|Number=Sing DET
t-eilean eilean Case=Nom|Gender=Masc|Number=Sing NOUN
roinnte roinnte _ ADJ
eadar eadar _ ADP
a’ an Gender=Fem|Number=Sing DET
chuid cuid Case=Nom|Gender=Fem|Number=Sing NOUN
sin sin _ DET
de de _ ADP
a a Gender=Masc|Number=Sing|Person=3 DET
shaoghal saoghal Case=Dat|Gender=Masc|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
tha bi Tense=Pres VERB
caillte caillte _ ADJ
, , _ PUNCT
a a Gender=Masc|Number=Sing|Person=3 DET
chuid cuid Case=Nom|Gender=Fem|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
tha bi Tense=Pres VERB
am an Gender=Masc|Number=Sing DET
bàrd bàrd Case=Nom|Gender=Masc|Number=Sing NOUN
air air _ PART
a a Gender=Masc|Number=Sing|Person=3 DET
ghléidheadh gléidh VerbForm=Inf NOUN
ann ann Gender=Masc|Number=Sing|Person=3 ADP
fhéin fhéin Reflex=Yes PRON
agus agus _ CCONJ
a a PartType=Vb|PronType=Rel PART
tha bi Tense=Pres VERB
bunasach bunasach _ ADJ
'na an _ ADP
bheatha beatha Case=Dat|Gender=Fem|Number=Sing NOUN
, , _ PUNCT
agus agus _ CCONJ
an an Gender=Masc|Number=Sing DET
t-eilean eilean Case=Nom|Gender=Masc|Number=Sing NOUN
mar mar _ SCONJ
a a PartType=Vb|PronType=Rel PART
tha bi Tense=Pres VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
air air _ PART
tionndadh tionndaidh VerbForm=Vnoun NOUN
gu gu _ PART
bhith bi VerbForm=Vnoun NOUN
'na an _ ADP
àite àite Case=Dat|Gender=Masc|Number=Sing NOUN
eadar-dhealaichte eadar-dhealaichte Case=Dat|Gender=Masc|Number=Sing ADJ
. . _ PUNCT

Tha bi Tense=Pres VERB
mac-an-duine mac-an-duine Case=Nom|Gender=Masc|Number=Sing NOUN
ag ag _ PART
àiteachadh àitich VerbForm=Vnoun NOUN
iomadach iomadach _ ADJ
seòrsa seòrsa Case=Nom|Gender=Masc|Number=Sing NOUN
àite àite Case=Gen|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
agus agus _ CCONJ
tha bi Tense=Pres VERB
na an Gender=Masc|Number=Plur DET
h-àiteachan àiteach Case=Nom|Gender=Masc|Number=Plur NOUN
sin sin _ DET
eadar-dhealaichte eadar-dhealaichte _ ADJ
a a _ ADP
thaobh taobh Case=Dat|Gender=Masc|Number=Sing NOUN
coimhearsnachd coimhearsnachd Case=Gen|Gender=Fem|Number=Sing NOUN
. . _ PUNCT

Tha bi Tense=Pres VERB
an an Number=Sing DET
Arctic arctic Foreign=Yes NOUN
, , _ PUNCT
mar mar _ ADP
eisimpleir eisimpleir Case=Dat|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
fuar fuar _ ADJ
agus agus _ CCONJ
tioram tioram _ ADJ
agus agus _ CCONJ
na an Number=Plur DET
tropics tropics Foreign=Yes NOUN
teth teth _ ADJ
agus agus _ CCONJ
fliuch fliuch _ ADJ
. . _ PUNCT

Gabhaidh gabh Tense=Fut VERB
ceallan ceall Case=Nom|Gender=Masc|Number=Plur NOUN
dearg-fhuileach dearg-fhuileach Case=Nom|Gender=Masc|Number=Sing ADJ
mhic-an-duine mic-an-duine Case=Gen|Gender=Masc|Number=Sing NOUN
an an Number=Plur|Person=3 DET
dealachadh dealaich VerbForm=Inf NOUN
bho bho _ ADP
chéile chéile Reflex=Yes PRON
a a _ ADP
rèir rèir _ ADP
nàdur nàdur Case=Nom|Gender=Masc|Number=Sing NOUN
nan an Case=Gen|Gender=Masc|Number=Plur DET
stuthan stuth Case=Gen|Gender=Masc|Number=Plur NOUN
a a PartType=Vb|PronType=Rel PART
tha bi Tense=Pres VERB
iad iad Number=Plur|Person=3 PRON
a' ag _ PART
giùlain giùlain VerbForm=Vnoun NOUN
air air _ ADP
an an Gender=Masc|Number=Sing DET
uachdair uachdair Case=Dat|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
agus agus _ CCONJ
a a _ SCONJ
chionn chionn _ SCONJ
's 's _ SCONJ
gu gu _ PART
bheil bi Tense=Pres VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
meadhonach meadhonach _ ADV
furasda furasda _ ADJ
sampall sampall Case=Nom|Gender=Masc|Number=Sing NOUN
a a PartType=Inf PART
ghabhail gabh VerbForm=Inf NOUN
de de _ ADP
fhuil fuil Case=Dat|Gender=Fem|Number=Sing NOUN
mhóran móran Case=Nom|Gender=Masc|Number=Sing NOUN
dhaoine duine Case=Gen|Gender=Masc|Number=Plur NOUN
ann ann _ ADP
an an _ ADP
sluaghan sluagh Case=Dat|Gender=Masc|Number=Plur NOUN
fa-leth fa-leth _ ADJ
, , _ PUNCT
chaidh rach Tense=Past VERB
móran móran Case=Nom|Gender=Masc|Number=Sing NOUN
de de _ ADP
rannsachadh rannsachadh Case=Dat|Gender=Masc|Number=Sing NOUN
a a PartType=Inf PART
dhèanamh dèan VerbForm=Inf NOUN
air air _ ADP
tricead tricead Case=Dat|Gender=Masc|Number=Sing NOUN
gineachan gineach Case=Nom|Gender=Fem|Number=Plur NOUN
nan an Case=Gen|Gender=Masc|Number=Plur DET
seòrsachan seòrsa Case=Gen|Gender=Masc|Number=Plur NOUN
fala fala Case=Gen|Gender=Fem|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
tha bi Tense=Pres VERB
aig aig _ ADP
mac-an-duine mac-an-duine Case=Dat|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

Mar mar _ ADP
eisimpleir eisimpleir Case=Dat|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
tha bi Tense=Pres VERB
dà dà _ NUM
sheòrsa seòrsa Case=Nom|Gender=Masc|Number=Sing NOUN
eadar-dhealaichte eadar-dhealaichte Case=Nom|Gender=Masc|Number=Sing ADJ
ann ann Gender=Masc|Number=Sing|Person=3 ADP
de de _ ADP
fhuil fuil Case=Dat|Gender=Fem|Number=Sing NOUN
A a _ NOUN
; ; _ PUNCT
'se is _ AUX
sin sin _ PRON
A1 a1 _ NOUN
agus agus _ CCONJ
A2 a2 _ NOUN
is is _ CCONJ
iad iad Number=Plur|Person=3 PRON
